Customer,Project Billing,Product,Datacenter,Project Product,SUM of Latest ARC EUR
,,,EU - London - Interxion - LON1 Total,,"35,706"
,,ConsoFeed Total,,,"35,706"
,,,,,"35,706"
[anonymised],Customer 142,ConsoFeed,APAC - Hong Kong - HKex Colo,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time","7,390"
,,,,"ConsolidatedFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time","7,390"
,,,,"ConsolidatedFEED Market Data - Nasdaq Basic NASDAQ Issues (1143:NBC) - Ref, L1 - Real-Time","7,390"
,,,,"ConsolidatedFEED Market Data - Nasdaq Basic NYSE Issues (1065:NBA) - Ref, L1 - Real-Time","6,928"
,,,,"ConsolidatedFEED Market Data - Nasdaq Basic NYSE MKT Issues (1142:NBB) - Ref, L1 - Real-Time","6,350"
,,,APAC - Hong Kong - HKex Colo Total,,"35,447"
,,ConsoFeed Total,,,"35,447"
,,,,,"35,447"
[anonymised],Customer 101,QuantFEED,EU - Zurich - Equinix - ZH4,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1 - Real-Time","11,669"
,,,,"QuantFEED Market Data - Tradegate (1135:TGT) - Ref, L1 - Real-Time","11,669"
,,,,"QuantFEED Market Data - Xetra Core (1102:DES) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra Ultra (1108:DEP) - Ref, L1 - Real-Time","11,669"
,,,EU - Zurich - Equinix - ZH4 Total,,"35,007"
,,QuantFEED Total,,,"35,007"
,,,,,"35,007"
[anonymised],Customer 134,QuantFEED,EU - Zurich - Equinix - ZH4,"QuantFEED Market Data - New York Mercantile Exchange NYMEX (1069:NYM) - Ref, L1 - Real-Time","16,787"
,,,,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1 - Real-Time","16,787"
,,,EU - Zurich - Equinix - ZH4 Total,,"33,574"
,,QuantFEED Total,,,"33,574"
,,,,,"33,574"
[anonymised],Customer 87,QuantFEED,EU - Slough - Equinix - LD4,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1 - Real-Time","6,615"
,,,,"QuantFEED Market Data - CTA Network B Bid/Ask NBBO (1225:CTD) - Ref, L1 - Real-Time","6,615"
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1 - Real-Time","6,615"
,,,,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1 - Real-Time","6,615"
,,,,"QuantFEED Market Data - Nasdaq Basic NASDAQ Issues (1143:NBC) - Ref, L1 - Real-Time","6,615"
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE Issues (1065:NBA) - Ref, L1 - Real-Time",0
,,,EU - Slough - Equinix - LD4 Total,,"33,075"
,,QuantFEED Total,,,"33,075"
,,,,,"33,075"
[anonymised],Customer 138,QuantFEED,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time","8,096"
,,,,"QuantFEED Market Data - CTA Network A Regionals (1277:CTE) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time","8,096"
,,,,"QuantFEED Market Data - CTA Network B Regionals (1278:CTF) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - FINRA TDDS (1334:TDD) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time","8,096"
,,,,"QuantFEED Market Data - NASDAQ UTP Regionals (1281:NAA) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - OTC Markets including Pinksheets (1000:OTC) - Ref, L1 - Real-Time","8,318"
,,,US - Secaucus - Equinix - NY4 Total,,"32,606"
,,QuantFEED Total,,,"32,606"
,,,,,"32,606"
[anonymised],Customer 181,QuantFEED,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - NASDAQ TotalView (1063:NAS) - Ref, L1, L2 MBL Depth5 - Real-Time","31,972"
,,,US - Secaucus - Equinix - NY4 Total,,"31,972"
,,QuantFEED Total,,,"31,972"
,,,,,"31,972"
[anonymised],Customer 156,QuantFEED,EU - Frankfurt - Equinix - FR2,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1, L2 MBL Depth5 - Real-Time","31,779"
,,,EU - Frankfurt - Equinix - FR2 Total,,"31,779"
,,QuantFEED Total,,,"31,779"
,,,,,"31,779"
[anonymised],Customer 371,ConsoFeed,US - Chicago - Equinix - CH1 (Cermak),ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - Cboe EDGX (1117:DEX) - Ref, L1, L2 MBL Depth10 - Real-Time","15,876"
,,,,"ConsolidatedFEED Market Data - NASDAQ TotalView (1063:NAS) - Ref, L1, L2 MBL Depth5 - Real-Time","15,876"
,,,US - Chicago - Equinix - CH1 (Cermak) Total,,"31,752"
,,ConsoFeed Total,,,"31,752"
,,,,,"31,752"
[anonymised],Customer 391,QuantFEED,EU - London - Interxion - LON1,"QuantFEED Market Data - Tel Aviv Shares (1147:TAS) - Ref, L1 - Real-Time","21,600"
,,,EU - London - Interxion - LON1 Total,,"21,600"
,,,EU - Slough - Equinix - LD4,"QuantFEED Market Data - Tel Aviv Shares (1147:TAS) - Ref, L1 - Real-Time",0
,,,EU - Slough - Equinix - LD4 Total,,0
,,,EU - Zurich - Equinix - ZH4,"QuantFEED Market Data - Jane Street SI2 (1272:JAO) - Ref, L1 - Real-Time","10,080"
,,,EU - Zurich - Equinix - ZH4 Total,,"10,080"
,,QuantFEED Total,,,"31,680"
,,,,,"31,680"
[anonymised],Customer 116,QuantFEED,EU - Slough - Equinix - LD6,QuantFEED Market Data - BME SIB Equities (1012:BME) - Ref,"2,620"
,,,,QuantFEED Market Data - Cboe BZX (1009:BZX) - Ref,"2,620"
,,,,QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref,"2,620"
,,,,QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref,"2,620"
,,,,QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref,"2,620"
,,,,QuantFEED Market Data - Euronext Dublin Equities (1301:EUV) - Ref,"2,620"
,,,,QuantFEED Market Data - Euronext Milan AFF (1437:EUX) - Ref,"2,620"
,,,,QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref,"2,620"
,,,,QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref,"2,620"
,,,,QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref,"2,620"
,,,,QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref,"2,620"
,,,,QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref,"2,620"
,,,EU - Slough - Equinix - LD6 Total,,"31,435"
,,QuantFEED Total,,,"31,435"
,,,,,"31,435"
[anonymised],Customer 32,QuantFEED,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time","5,092"
,,,,"QuantFEED Market Data - CTA Network A Regionals (1277:CTE) - Ref, L1 - Real-Time","5,092"
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time","5,092"
,,,,"QuantFEED Market Data - CTA Network B Regionals (1278:CTF) - Ref, L1 - Real-Time","5,092"
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time","5,092"
,,,,"QuantFEED Market Data - NASDAQ UTP Regionals (1281:NAA) - Ref, L1 - Real-Time","5,092"
,,,US - Secaucus - Equinix - NY4 Total,,"30,551"
,,QuantFEED Total,,,"30,551"
,,,,,"30,551"
[anonymised],Customer 82,QuantFEED,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - OPRA NBBO - 1s conflation (1081:OPA) (1081:OPA) - Ref, L1 - Real-Time","16,876"
,,,US - Secaucus - Equinix - NY4 Total,,"16,876"
,,QuantFEED Total,,,"16,876"
,,ConsoFeed,US - Secaucus - Equinix - NY4,ConsolidatedFEED Business Model - Per Instrument - World Wide - 100 instruments across 1 feeds,0
,,,,ConsolidatedFEED Business Model - Per Instrument - World Wide - 100 instruments across 7 feeds,"13,634"
,,,,"ConsolidatedFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1 - Delayed",0
,,,,"ConsolidatedFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1 - Real-Time",0
,,,US - Secaucus - Equinix - NY4 Total,,"13,634"
,,ConsoFeed Total,,,"13,634"
,,,,,"30,510"
[anonymised],Customer 77,ConsoFeed,APAC - Singapore - SGX Colo,ConsolidatedFEED Business Model - Per Instrument - World Wide - 500 instruments across 5 feeds,"29,916"
,,,,"ConsolidatedFEED Market Data - Bursa Malaysia Equities (1161:BMQ) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - HKEx Securities (1038:HKE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - Indonesia Stock Exchange (1274:IND) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - SGX Singapore Exchange Equities (1091:SGX) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - Stock Exchange of Thailand Equities (1188:THA) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,APAC - Singapore - SGX Colo Total,,"29,916"
,,ConsoFeed Total,,,"29,916"
,,,,,"29,916"
[anonymised],Customer 117,QuantFEED,EU - Frankfurt - Equinix - FR2,"QuantFEED Market Data - Boerse Frankfurt Certificates and Warrants (ex SCOACH) (1118:XEA) - Ref, L1 - Real-Time","16,045"
,,,,"QuantFEED Market Data - Eurex Ultra Options (1033:EUO) - Ref, L1 - Real-Time","11,044"
,,,EU - Frankfurt - Equinix - FR2 Total,,"27,088"
,,,EU - Slough - Equinix - LD6,"QuantFEED Market Data - Boerse Frankfurt Certificates and Warrants (ex SCOACH) (1118:XEA) - Ref, L1 - Delayed",0
,,,,"QuantFEED Market Data - Eurex Ultra Options (1033:EUO) - Ref, L1 - Delayed",0
,,,EU - Slough - Equinix - LD6 Total,,0
,,QuantFEED Total,,,"27,088"
,,,,,"27,088"
[anonymised],Customer 188,ConsoFeed,APAC - Hong Kong - HKex Colo,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - Blue Ocean ATS (1426:BLU) - Ref, L1, L2 MBL Depth20 - Real-Time","12,759"
,,,,"ConsolidatedFEED Market Data - Tradegate (1135:TGT) - Ref, L1 - Real-Time","6,928"
,,,,"ConsolidatedFEED Market Data - Xetra Ultra (1108:DEP) - Ref, L1 - Real-Time","6,928"
,,,APAC - Hong Kong - HKex Colo Total,,"26,614"
,,ConsoFeed Total,,,"26,614"
,,,,,"26,614"
[anonymised],Customer 152,QuantFEED,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - CTA Network B Bid/Ask NBBO (1225:CTD) - Ref, L1 - Real-Time","7,200"
,,,,"QuantFEED Market Data - NASDAQ TotalView (1063:NAS) - Ref, L1 - Real-Time","7,200"
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time","6,000"
,,,,"QuantFEED Market Data - NYSE Order Imbalance (1216:NYS) - Ref, L1 - Real-Time","6,000"
,,,US - Secaucus - Equinix - NY4 Total,,"26,400"
,,QuantFEED Total,,,"26,400"
,,,,,"26,400"
[anonymised],Customer 86,QuantFEED,US - Chicago - Equinix - CH1 (Cermak),"QuantFEED Market Data - BME MEFF Derivatives (1013:MEF) - Ref, L1, L2 MBL Depth5 - Real-Time","17,375"
,,,US - Chicago - Equinix - CH1 (Cermak) Total,,"17,375"
,,,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - BME MEFF Derivatives (1013:MEF) - Ref, L1, L2 MBL Depth5 - Real-Time","8,687"
,,,US - Secaucus - Equinix - NY4 Total,,"8,687"
,,QuantFEED Total,,,"26,062"
,,,,,"26,062"
[anonymised],Customer 67,QuantFEED,APAC - Hong Kong - HKex Colo,"QuantFEED Market Data - HKEx Securities (1038:HKE) - Ref, L1, L2 MBL Depth10 - Real-Time","25,344"
,,,APAC - Hong Kong - HKex Colo Total,,"25,344"
,,QuantFEED Total,,,"25,344"
,,,,,"25,344"
[anonymised],Customer 69,QuantFEED,US - Chicago - Equinix - CH1 (Cermak),"QuantFEED Market Data - ICE Endex (1271:ICG) - Ref, L1, L2 MBL Depth5 - Real-Time","8,600"
,,,,"QuantFEED Market Data - ICE Futures EU Commodities (1041:ICE) - Ref, L1, L2 MBL Depth10 - Real-Time","16,128"
,,,US - Chicago - Equinix - CH1 (Cermak) Total,,"24,728"
,,QuantFEED Total,,,"24,728"
,,,,,"24,728"
[anonymised],Customer 384,QuantFEED,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - Nasdaq Basic NASDAQ Issues - Managed Solution (1143:NBC) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE Issues - Managed Solution (1065:NBA) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE MKT Issues - Managed Solution (1142:NBB) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NYSE Arca BBO - Managed Solution (1266:NYU) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - OPRA NBBO Managed Solution (1081:OPA) - Ref, L1 - Real-Time","13,748"
,,,,"QuantFEED Market Data - US Equities L1 Consolidation (998:EBO) - Ref, L1 - Real-Time","6,362"
,,,US - Secaucus - Equinix - NY4 Total,,"20,110"
,,QuantFEED Total,,,"20,110"
,,ConsoFeed,US - Secaucus - Equinix - NY4,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - Cboe EDGX (1117:DEX) - Ref, L1 - Real-Time","3,233"
,,,US - Secaucus - Equinix - NY4 Total,,"3,233"
,,ConsoFeed Total,,,"3,233"
,,,,,"23,343"
[anonymised],Customer 422,QuantFEED,EU - London - Interxion - LON1,"QuantFEED Market Data - Euronext All Indices (1035:EUI) - Ref, L1 - Real-Time","5,065"
,,,,"QuantFEED Market Data - Euronext Cash Market - CERT (1034:EUR) - Ref, L1, L2 MBO - Real-Time","1,532"
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBL Depth10 - Real-Time","5,065"
,,,EU - London - Interxion - LON1 Total,,"11,662"
,,,EU - Slough - Equinix - LD4,"QuantFEED Market Data - Euronext All Indices (1035:EUI) - Ref, L1 - Real-Time","5,065"
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBO - Real-Time","5,065"
,,,EU - Slough - Equinix - LD4 Total,,"10,131"
,,QuantFEED Total,,,"21,793"
,,,,,"21,793"
[anonymised],Customer 130,QuantFEED,APAC - Sydney - Equinix SY1,"QuantFEED Market Data - ASX Total Equities (1006:AUE) - Ref, L1, L2 MBL Depth10 - Real-Time","10,595"
,,,,"QuantFEED Market Data - Cboe Australia (1026:CHA) - Ref, L1, L2 MBL Depth10 - Real-Time","10,595"
,,,,"QuantFEED Market Data - S&P/ASX Indices (1409:SPA) - Ref, L1 - Real-Time",0
,,,APAC - Sydney - Equinix SY1 Total,,"21,189"
,,QuantFEED Total,,,"21,189"
,,,,,"21,189"
[anonymised],Customer 151,ConsoFeed,US - Secaucus - Equinix - NY4,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Delayed","7,017"
,,,,"ConsolidatedFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Delayed","7,017"
,,,,"ConsolidatedFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Delayed","7,017"
,,,US - Secaucus - Equinix - NY4 Total,,"21,052"
,,ConsoFeed Total,,,"21,052"
,,,,,"21,052"
[anonymised],Customer 54,QuantFEED,US - Chicago - Equinix - CH1 (Cermak),"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time","10,426"
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time","10,426"
,,,US - Chicago - Equinix - CH1 (Cermak) Total,,"20,852"
,,QuantFEED Total,,,"20,852"
,,,,,"20,852"
[anonymised],Customer 131,QuantFEED,EU - London - Interxion - LON1,"QuantFEED Market Data - LSE UK Market - CERT (1053:LSE) - Ref, L1, L2 MBL Depth20 - Real-Time","1,260"
,,,,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1, L2 MBL Depth20 - Real-Time","12,056"
,,,,"QuantFEED Market Data - TRADEcho (1234:LSF) - Ref, L1 - Real-Time","7,535"
,,,EU - London - Interxion - LON1 Total,,"20,851"
,,,EU - Slough - Equinix - LD4,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1, L2 MBL Depth20 - Real-Time",0
,,,,"QuantFEED Market Data - TRADEcho (1234:LSF) - Ref, L1 - Real-Time",0
,,,EU - Slough - Equinix - LD4 Total,,0
,,QuantFEED Total,,,"20,851"
,,,,,"20,851"
[anonymised],Customer 397,QuantFEED,,"QuantFEED Market Data - 2,500 instruments across 12 feeds","20,094"
,,, Total,,"20,094"
,,,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - Chicago Board of Trade CBOT (1022:CBO) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Equity and Index Derivatives (1072:LII) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - HKEx Derivatives (1039:HKD) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - ICE Futures EU Commodities (1041:ICE) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - ICE Futures US - US Softs & Financials (1042:ICU) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - New York Mercantile Exchange NYMEX (1069:NYM) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1 - Real-Time",0
,,,US - Secaucus - Equinix - NY4 Total,,0
,,QuantFEED Total,,,"20,094"
,,,,,"20,094"
[anonymised],Customer 183,ConsoFeed,APAC - Singapore - SGX Colo,ConsolidatedFEED Business Model - Per Instrument - World Wide - 1000 instruments across 6 feeds,"19,536"
,,,,"ConsolidatedFEED Market Data - HKEx Securities (1038:HKE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - NASDAQ TotalView (1063:NAS) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - SGX Singapore Exchange Equities (1091:SGX) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,APAC - Singapore - SGX Colo Total,,"19,536"
,,ConsoFeed Total,,,"19,536"
,,,,,"19,536"
[anonymised],Customer 154,QuantFEED,EU - Slough - Equinix - LD4,"QuantFEED Market Data - Nasdaq Basic NASDAQ Issues (1143:NBC) - Ref, L1 - Real-Time","4,418"
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE Issues (1065:NBA) - Ref, L1 - Real-Time","4,418"
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE MKT Issues (1142:NBB) - Ref, L1 - Real-Time","2,945"
,,,EU - Slough - Equinix - LD4 Total,,"11,780"
,,,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - Nasdaq Basic NASDAQ Issues (1143:NBC) - Ref, L1 - Real-Time","2,640"
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE Issues (1065:NBA) - Ref, L1 - Real-Time","2,640"
,,,,"QuantFEED Market Data - Nasdaq Basic NYSE MKT Issues (1142:NBB) - Ref, L1 - Real-Time","1,800"
,,,US - Secaucus - Equinix - NY4 Total,,"7,080"
,,QuantFEED Total,,,"18,860"
,,,,,"18,860"
[anonymised],Customer 166,ConsoFeed,EU - London - Interxion - LON1,ConsolidatedFEED Business Model - Per Feed,0
,,,,ConsolidatedFEED Business Model - Per Instrument - World Wide - 200 instruments across 4 feeds,"18,084"
,,,,"ConsolidatedFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - EEX Power & Others (1140:EEX) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - HKEx Securities (1038:HKE) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1 - Real-Time",0
,,,EU - London - Interxion - LON1 Total,,"18,084"
,,ConsoFeed Total,,,"18,084"
,,,,,"18,084"
[anonymised],Customer 126,QuantFEED,EU - Slough - Equinix - LD4,"QuantFEED Market Data - Equiduct VBBO (1433:EQV) - Ref, L1, L2 MBO - Real-Time","18,000"
,,,EU - Slough - Equinix - LD4 Total,,"18,000"
,,QuantFEED Total,,,"18,000"
,,,,,"18,000"
[anonymised],Customer 68,QuantFEED,EU - London - Interxion - LON1,"QuantFEED Market Data - Cboe BZX (1009:BZX) - Ref, L1 - Real-Time","12,224"
,,,,QuantFEED Market Data - NASDAQ TotalView (1063:NAS) - Ref,"2,646"
,,,,QuantFEED Market Data - OTC Markets including Pinksheets (1000:OTC) - Ref,"1,389"
,,,,QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref,"1,389"
,,,EU - London - Interxion - LON1 Total,,"17,648"
,,QuantFEED Total,,,"17,648"
,,,,,"17,648"
[anonymised],Customer 115,QuantFEED,APAC - Singapore - SGX Colo,"QuantFEED Market Data - HKEx Securities (1038:HKE) - Ref, L1, L2 MBL Depth10 - Real-Time","17,579"
,,,APAC - Singapore - SGX Colo Total,,"17,579"
,,QuantFEED Total,,,"17,579"
,,,,,"17,579"
[anonymised],Customer 155,ConsoFeed,EU - London - Interxion - LON1,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - Cboe EDGX (1117:DEX) - Ref, L1 - Delayed",0
,,,,"ConsolidatedFEED Market Data - Cboe EDGX (1117:DEX) - Ref, L1 - Real-Time","5,823"
,,,,"ConsolidatedFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1 - Delayed",0
,,,,"ConsolidatedFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1 - Real-Time","5,823"
,,,,"ConsolidatedFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1 - Delayed",0
,,,,"ConsolidatedFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1 - Real-Time","5,823"
,,,EU - London - Interxion - LON1 Total,,"17,470"
,,ConsoFeed Total,,,"17,470"
,,QuantFEED,EU - Slough - Equinix - LD6,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1 - Delayed",0
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1 - Delayed",0
,,,EU - Slough - Equinix - LD6 Total,,0
,,,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - Cboe EDGX (1117:DEX) - Ref, L1 - Delayed",0
,,,US - Secaucus - Equinix - NY4 Total,,0
,,QuantFEED Total,,,0
,,,,,"17,470"
[anonymised],Customer 233,ConsoFeed,APAC - Hong Kong - HKex Colo,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - JPX Tokyo Stock Exchange Equities (1095:TSE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,773"
,,,,"ConsolidatedFEED Market Data - Korea Exchange KOSDAQ Stocks - Securities B (1051:KOS) - Ref, L1, L2 MBL Depth10 - Real-Time","5,773"
,,,,"ConsolidatedFEED Market Data - Korea Exchange KOSPI stock - Securities A (1049:KSE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,773"
,,,APAC - Hong Kong - HKex Colo Total,,"17,319"
,,ConsoFeed Total,,,"17,319"
,,,,,"17,319"
[anonymised],Customer 247,QuantFEED,IRESS CLOUD,"QuantFEED Market Data - Chicago Board of Trade CBOT (1022:CBO) - Ref, L1 - Delayed","4,151"
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1 - Delayed","4,151"
,,,,"QuantFEED Market Data - New York Mercantile Exchange NYMEX (1069:NYM) - Ref, L1 - Delayed","4,151"
,,,,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1 - Delayed","4,151"
,,,IRESS CLOUD Total,,"16,605"
,,QuantFEED Total,,,"16,605"
,,,,,"16,605"
[anonymised],Customer 176,QuantFEED,APAC - Sydney - ASX ALC,"QuantFEED Market Data - ASX Total Equities (1006:AUE) - Ref, L1, L2 MBO - Real-Time","8,298"
,,,,"QuantFEED Market Data - Cboe Australia (1026:CHA) - Ref, L1, L2 MBO - Real-Time","8,298"
,,,APAC - Sydney - ASX ALC Total,,"16,597"
,,QuantFEED Total,,,"16,597"
,,,,,"16,597"
[anonymised],Customer 89,QuantFEED,US - Chicago - Equinix - CH1 (Cermak),"QuantFEED Market Data - ICE Futures EU Commodities (1041:ICE) - Ref, L1, L2 MBO - Real-Time","16,549"
,,,US - Chicago - Equinix - CH1 (Cermak) Total,,"16,549"
,,QuantFEED Total,,,"16,549"
,,,,,"16,549"
[anonymised],Customer 144,QuantFEED,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1, L2 MBL Depth10 - Real-Time","14,983"
,,,US - Secaucus - Equinix - NY4 Total,,"14,983"
,,QuantFEED Total,,,"14,983"
,,,,,"14,983"
[anonymised],Customer 239,ConsoFeed,Client facility non US,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - HKEx Derivatives (1039:HKD) - Ref, L1, L2 MBL Depth10 - Real-Time","14,548"
,,,Client facility non US Total,,"14,548"
,,ConsoFeed Total,,,"14,548"
,,,,,"14,548"
[anonymised],Customer 423,ConsoFeed,APAC - Hong Kong - HKex Colo,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - HKEx Derivatives (1039:HKD) - Ref, L1, L2 MBL Depth10 - Real-Time","2,679"
,,,APAC - Hong Kong - HKex Colo Total,,"2,679"
,,,APAC - Singapore - SGX Colo,ConsolidatedFEED Business Model - Per Feed,0
,,,,"ConsolidatedFEED Market Data - SGX FX Futures & Options (1458:SFX) - Ref, L1 - Real-Time",0
,,,,"ConsolidatedFEED Market Data - Singapore - NZX Dairy Derivatives (1408:SIN) - Ref, L1, L2 MBL Depth10 - Real-Time","6,501"
,,,,"ConsolidatedFEED Market Data - Singapore SE Derivatives Commodity Futures & Options (1221:SGY) - Ref, L1, L2 MBL Depth10 - Real-Time","2,679"
,,,,"ConsolidatedFEED Market Data - Singapore SE Derivatives Index Futures & Options (1222:SGZ) - Ref, L1, L2 MBL Depth10 - Real-Time","2,679"
,,,APAC - Singapore - SGX Colo Total,,"11,858"
